exec_name,company,end_year,ticker,avg_close_before,avg_close_after,price_change,percent_change,volatility_before,volatility_after,volatility_change,avg_close_before_3mo,avg_close_after_3mo,price_change_3mo,percent_change_3mo,volatility_before_3mo,volatility_after_3mo,volatility_change_3mo,avg_close_before_1mo,avg_close_after_1mo,price_change_1mo,percent_change_1mo,volatility_before_1mo,volatility_after_1mo,volatility_change_1mo,tic,execid,start_year,end_month,tenure_len
Anthony McWhorter,GLOBE LIFE INC,2004,GL,17.62,23.26,5.64,32.01,1.32,1.17,-0.15,19.42,22.17,2.75,14.16,0.48,1.34,0.86,19.88,20.47,0.59,2.97,0.16,0.33,0.17,GL,18805,2000,1,5
Roger Smith,GLOBE LIFE INC,2017,GL,60.83,78.94,18.11,29.77,6.21,4.54,-1.67,68.55,75.93,7.38,10.77,4.32,1.85,-2.47,73.47,73.99,0.52,0.71,1.1,0.48,-0.62,GL,41270,2008,1,10
Steven Greer,GLOBE LIFE INC,2022,GL,96.0,103.54,7.54,7.85,4.84,7.25,2.41,92.47,101.37,8.9,9.62,2.51,3.12,0.61,91.41,101.71,10.3,11.27,2.32,2.71,0.39,GL,55939,2016,1,7
Dustin Womble,TYLER TECHNOLOGIES INC,2016,TYL,138.37,152.27,13.9,10.05,22.69,14.8,-7.89,172.84,138.89,-33.95,-19.64,4.29,16.97,12.68,177.04,160.26,-16.78,-9.48,2.12,4.05,1.93,TYL,33511,2006,1,11
Robert Peterson,TYSON FOODS INC  -CL A,2001,TSN,10.93,11.45,0.52,4.76,1.91,1.56,-0.35,11.92,12.71,0.79,6.63,1.27,0.67,-0.6,12.17,12.5,0.33,2.71,0.65,0.76,0.11,TSN,484,2000,1,2
Richard Bond,TYSON FOODS INC  -CL A,2009,TSN,13.69,11.4,-2.29,-16.73,3.69,1.66,-2.03,8.19,8.82,0.63,7.69,2.19,0.63,-1.56,7.49,8.7,1.21,16.15,0.72,0.35,-0.37,TSN,6153,2000,1,10
Donnie Smith,TYSON FOODS INC  -CL A,2017,TSN,66.09,66.2,0.11,0.17,6.57,6.78,0.21,65.75,63.01,-2.74,-4.17,5.33,1.19,-4.14,60.98,62.52,1.54,2.53,2.15,0.77,-1.38,TSN,34756,2007,1,11
Thomas Hayes,TYSON FOODS INC  -CL A,2018,TSN,71.44,68.93,-2.51,-3.51,6.26,10.73,4.47,65.07,61.06,-4.01,-6.16,4.2,1.68,-2.52,61.0,61.96,0.96,1.57,1.93,1.56,-0.37,TSN,43572,2016,9,3
Samuel Banks,TYSON FOODS INC  -CL A,2021,TSN,66.38,83.71,17.33,26.11,6.94,7.51,0.57,76.88,75.23,-1.65,-2.15,2.84,3.5,0.66,79.52,75.71,-3.81,-4.79,0.93,2.28,1.35,TSN,59078,2020,6,2
Jeffery Smisek,UNITED AIRLINES HOLDINGS INC,2015,UAL,47.51,59.86,12.35,25.99,6.41,5.34,-1.07,55.38,67.69,12.31,22.23,7.34,2.34,-5.0,63.42,68.12,4.7,7.41,2.11,3.32,1.21,UAL,41273,2010,1,6
Charles Mueller,AMEREN CORP,2003,AEE,41.95,42.4,0.45,1.07,1.33,2.14,0.81,40.89,39.82,-1.07,-2.62,0.68,1.37,0.69,41.25,41.21,-0.04,-0.1,0.46,1.49,1.03,AEE,1525,2000,1,4
Steven Sullivan,AMEREN CORP,2013,AEE,32.28,35.45,3.17,9.82,1.29,1.46,0.17,31.6,35.07,3.47,10.98,1.29,0.81,-0.48,33.09,34.28,1.19,3.6,0.36,0.32,-0.04,AEE,27551,2002,3,12
Scott Cisel,AMEREN CORP,2009,AEE,40.87,25.77,-15.1,-36.95,5.59,3.2,-2.39,32.58,27.76,-4.82,-14.79,1.94,5.41,3.47,32.83,33.05,0.22,0.67,0.72,0.97,0.25,AEE,32492,2007,1,3
William McGuire,UNITEDHEALTH GROUP INC,2006,UNH,53.61,51.44,-2.17,-4.05,6.08,2.43,-3.65,49.4,49.32,-0.08,-0.16,1.89,2.07,0.18,50.71,49.44,-1.27,-2.5,1.31,1.14,-0.17,UNH,975,2000,10,7
Jeannine Rivet,UNITEDHEALTH GROUP INC,2001,UNH,10.3,15.64,5.34,51.84,2.74,1.3,-1.44,14.04,14.33,0.29,2.07,0.79,0.67,-0.12,14.89,13.98,-0.91,-6.11,0.32,0.67,0.35,UNH,5993,2000,1,2
R. Wheeler,UNITEDHEALTH GROUP INC,2003,UNH,21.15,24.25,3.1,14.66,1.99,2.21,0.22,22.14,21.17,-0.97,-4.38,1.61,0.73,-0.88,20.57,21.05,0.48,2.33,0.44,0.39,-0.05,UNH,16999,2000,1,4
Robert Sheehy,UNITEDHEALTH GROUP INC,2004,UNH,24.25,33.67,9.42,38.85,2.21,4.01,1.8,26.48,30.34,3.86,14.58,1.24,1.06,-0.18,27.66,29.24,1.58,5.71,0.76,0.75,-0.01,UNH,23317,2000,1,5
George Mikan,UNITEDHEALTH GROUP INC,2011,UNH,32.99,46.47,13.48,40.86,2.43,3.56,1.13,36.13,42.02,5.89,16.3,0.92,1.99,1.07,36.3,39.76,3.46,9.53,0.88,1.46,0.58,UNH,31145,2006,1,6
Larry Renfro,UNITEDHEALTH GROUP INC,2017,UNH,160.76,223.71,62.95,39.16,16.42,19.63,3.21,181.43,197.82,16.39,9.03,6.56,5.36,-1.2,188.57,194.56,5.99,3.18,2.18,1.99,-0.19,UNH,14717,2009,8,9
Gail Boudreaux,UNITEDHEALTH GROUP INC,2014,UNH,65.29,83.42,18.13,27.77,7.32,8.35,1.03,71.84,75.37,3.53,4.91,2.32,3.49,1.17,73.2,73.62,0.42,0.57,1.45,1.53,0.08,UNH,41281,2010,1,5
Steven Nelson,UNITEDHEALTH GROUP INC,2019,UNH,250.18,282.67,32.49,12.99,14.65,26.44,11.79,241.29,262.33,21.04,8.72,12.72,24.46,11.74,228.22,236.35,8.13,3.56,6.09,13.94,7.85,UNH,31542,2017,10,3
James Kelly,UNITED PARCEL SERVICE INC,2001,UPS,59.32,56.14,-3.18,-5.36,3.67,2.93,-0.74,59.11,58.76,-0.35,-0.59,2.36,1.86,-0.5,59.3,60.21,0.91,1.53,3.14,1.22,-1.92,UPS,18618,2000,1,2
Michael Eskew,UNITED PARCEL SERVICE INC,2007,UPS,73.85,69.56,-4.29,-5.81,2.45,4.65,2.2,75.44,73.76,-1.68,-2.23,1.13,1.82,0.69,74.96,75.66,0.7,0.93,0.7,0.78,0.08,UPS,21067,2000,10,8
D. Davis,UNITED PARCEL SERVICE INC,2014,UPS,94.69,101.94,7.25,7.66,6.02,4.66,-1.36,98.67,100.82,2.15,2.18,2.12,2.98,0.86,100.95,102.56,1.61,1.59,2.04,0.85,-1.19,UPS,27633,2002,6,13
David Abney,UNITED PARCEL SERVICE INC,2020,UPS,111.54,137.76,26.22,23.51,8.09,31.55,23.46,112.14,95.41,-16.73,-14.92,7.97,3.99,-3.98,101.85,93.42,-8.43,-8.28,5.62,3.81,-1.81,UPS,29227,2003,3,18
Louis Chenevert,RTX CORP,2014,RTX,62.36,70.53,8.17,13.1,5.07,3.13,-1.94,68.16,71.88,3.72,5.46,1.51,1.35,-0.16,69.4,71.57,2.17,3.13,1.13,0.62,-0.51,RTX,21001,2000,1,15
Geraud Darnis,RTX CORP,2015,RTX,71.15,61.05,-10.1,-14.2,3.65,3.77,0.12,73.37,61.34,-12.03,-16.4,1.1,4.74,3.64,72.72,66.73,-5.99,-8.24,1.28,3.26,1.98,RTX,25895,2001,7,15
Alain Bellemare,RTX CORP,2015,RTX,70.53,67.42,-3.11,-4.41,3.13,7.1,3.97,68.18,74.66,6.48,9.5,3.33,1.92,-1.41,71.76,72.88,1.12,1.56,1.6,1.64,0.04,RTX,42684,2011,1,5
Robert McDonough,RTX CORP,2019,RTX,80.81,83.42,2.61,3.23,4.3,6.27,1.97,78.46,76.11,-2.35,-3.0,5.78,4.52,-1.26,71.8,70.72,-1.08,-1.5,4.33,2.74,-1.59,RTX,27267,2016,1,4
Robert Ortberg,RTX CORP,2020,RTX,85.51,65.42,-20.09,-23.49,8.96,6.47,-2.49,84.63,62.47,-22.16,-26.18,16.17,4.72,-11.45,65.53,62.22,-3.31,-5.05,11.88,4.23,-7.65,RTX,32337,2018,4,3
Karl Salzburger,VF CORP,2017,VFC,56.71,56.2,-0.51,-0.9,3.74,6.88,3.14,51.86,49.34,-2.52,-4.86,1.23,1.49,0.26,51.81,49.12,-2.69,-5.19,1.34,0.87,-0.47,VFC,37152,2009,1,9
Steven Rendle,VF CORP,2022,VFC,49.94,21.49,-28.45,-56.97,13.43,4.5,-8.93,32.93,28.22,-4.71,-14.3,5.0,2.11,-2.89,31.17,27.68,-3.49,-11.2,2.56,1.85,-0.71,VFC,42686,2011,12,12
H. Scott,WALMART INC,2008,WMT,17.92,16.91,-1.01,-5.64,1.65,0.79,-0.86,19.26,17.84,-1.42,-7.37,1.08,0.9,-0.18,18.12,17.94,-0.18,-0.99,0.93,0.57,-0.36,WMT,15154,2000,11,9
Thomas Grimm,WALMART INC,2001,WMT,17.9,17.33,-0.57,-3.18,1.82,0.93,-0.89,16.16,17.21,1.05,6.5,1.05,0.89,-0.16,17.33,17.97,0.64,3.69,0.68,0.57,-0.11,WMT,19381,2000,1,2
William Simon,WALMART INC,2013,WMT,22.41,25.11,2.7,12.05,2.01,1.06,-0.95,24.03,23.7,-0.33,-1.37,0.94,0.68,-0.26,23.24,23.05,-0.19,-0.82,0.53,0.2,-0.33,WMT,41288,2010,1,4
Neil Ashe,WALMART INC,2015,WMT,25.78,24.16,-1.62,-6.28,1.11,3.24,2.13,27.02,28.35,1.33,4.92,1.42,0.84,-0.58,28.38,29.2,0.82,2.89,0.44,0.5,0.06,WMT,42694,2011,1,5
Rosalind Brewer,WALMART INC,2015,WMT,25.78,24.16,-1.62,-6.28,1.11,3.24,2.13,27.02,28.35,1.33,4.92,1.42,0.84,-0.58,28.38,29.2,0.82,2.89,0.44,0.5,0.06,WMT,44288,2012,1,4
Gregory Foran,WALMART INC,2018,WMT,26.32,30.79,4.47,16.98,3.0,2.2,-0.8,30.6,32.17,1.57,5.13,2.1,2.46,0.36,32.61,34.46,1.85,5.67,0.31,1.13,0.82,WMT,47385,2014,1,5
David Cheesewright,WALMART INC,2016,WMT,24.16,23.18,-0.98,-4.06,3.24,0.99,-2.25,20.06,21.94,1.88,9.37,0.89,0.7,-0.19,20.0,21.15,1.15,5.75,0.32,0.53,0.21,WMT,47386,2014,1,3
Marc Lore,WALMART INC,2017,WMT,23.18,26.32,3.14,13.55,0.99,3.0,2.01,23.34,23.01,-0.33,-1.41,0.39,0.56,0.17,23.51,22.54,-0.97,-4.13,0.3,0.34,0.04,WMT,50957,2016,1,2
Judith McKenna,WALMART INC,2022,WMT,47.22,46.08,-1.14,-2.41,1.67,3.32,1.65,47.74,47.0,-0.74,-1.55,1.49,1.4,-0.09,46.86,47.25,0.39,0.83,0.96,1.04,0.08,WMT,56483,2018,1,5
Jeffrey Rein,WALGREENS BOOTS ALLIANCE INC,2009,WBA,32.56,31.62,-0.94,-2.89,4.9,4.94,0.04,24.61,25.58,0.97,3.94,1.59,1.76,0.17,25.05,26.7,1.65,6.59,1.11,0.62,-0.49,WBA,24162,2000,1,10
Gregory Wasson,WALGREENS BOOTS ALLIANCE INC,2015,WBA,66.31,85.36,19.05,28.73,5.16,5.24,0.08,66.85,79.72,12.87,19.25,5.1,4.57,-0.53,72.22,75.39,3.17,4.39,3.65,0.92,-2.73,WBA,30581,2004,1,12
Alan McNally,WALGREENS BOOTS ALLIANCE INC,2009,WBA,32.56,31.62,-0.94,-2.89,4.9,4.94,0.04,24.61,25.58,0.97,3.94,1.59,1.76,0.17,25.05,26.7,1.65,6.59,1.11,0.62,-0.49,WBA,36400,2009,1,1
Timothy McLevish,WALGREENS BOOTS ALLIANCE INC,2015,WBA,66.31,85.36,19.05,28.73,5.16,5.24,0.08,66.85,79.72,12.87,19.25,5.1,4.57,-0.53,72.22,75.39,3.17,4.39,3.65,0.92,-2.73,WBA,20860,2014,1,2
Donald Morel,WEST PHARMACEUTICAL SVSC INC,2015,WST,50.35,62.88,12.53,24.89,5.67,6.6,0.93,55.82,58.21,2.39,4.28,1.55,2.23,0.68,56.9,60.21,3.31,5.82,1.55,1.03,-0.52,WST,33558,2006,7,10
Arif Shakeel,WESTERN DIGITAL CORP,2007,WDC,14.74,16.37,1.63,11.06,1.39,2.9,1.51,14.68,14.4,-0.28,-1.91,1.17,0.86,-0.31,15.78,15.28,-0.5,-3.17,0.24,0.45,0.21,WDC,20185,2000,1,8
Stephen Milligan,WESTERN DIGITAL CORP,2020,WDC,41.08,33.72,-7.36,-17.92,6.41,6.04,-0.37,47.54,32.22,-15.32,-32.23,5.41,4.45,-0.96,49.85,32.79,-17.06,-34.22,3.64,7.09,3.45,WDC,28834,2004,3,17
John Coyne,WESTERN DIGITAL CORP,2013,WDC,28.25,46.33,18.08,64.0,3.09,8.03,4.94,27.68,35.64,7.96,28.76,1.94,1.61,-0.33,29.51,34.24,4.73,16.03,2.13,1.46,-0.67,WDC,30639,2005,1,9
Steven Rogel,WEYERHAEUSER CO,2008,WY,74.82,51.15,-23.67,-31.64,5.9,12.71,6.81,70.18,63.61,-6.57,-9.36,3.68,1.76,-1.92,66.24,63.83,-2.41,-3.64,2.54,1.53,-1.01,WY,1396,2000,2,9
Doyle Simons,WEYERHAEUSER CO,2018,WY,35.22,27.18,-8.04,-22.83,1.53,3.59,2.06,36.45,32.22,-4.23,-11.6,1.03,2.91,1.88,35.69,34.71,-0.98,-2.75,1.1,0.56,-0.54,WY,30990,2013,8,6
David Whitwam,WHIRLPOOL CORP,2004,WHR,61.01,65.95,4.94,8.1,8.18,4.96,-3.22,69.25,72.12,2.87,4.14,1.98,3.18,1.2,69.56,75.07,5.51,7.92,2.27,2.59,0.32,WHR,1039,2000,1,5
Jeffrey Fettig,WHIRLPOOL CORP,2018,WHR,145.34,137.76,-7.58,-5.22,21.15,12.68,-8.47,116.56,124.94,8.38,7.19,7.22,12.28,5.06,118.89,112.96,-5.93,-4.99,4.38,6.7,2.32,WHR,14379,2000,12,19
Cuba Wadlington,WILLIAMS COS INC,2001,WMB,30.81,27.56,-3.25,-10.55,2.79,4.22,1.43,29.73,30.57,0.84,2.83,2.33,2.18,-0.15,27.06,28.19,1.13,4.18,1.63,1.2,-0.43,WMB,23888,2000,1,2
Richard Abdoo,WEC ENERGY GROUP INC,2004,WEC,14.03,16.19,2.16,15.4,1.53,0.52,-1.01,16.05,16.44,0.39,2.43,0.35,0.32,-0.03,16.3,16.67,0.37,2.27,0.27,0.08,-0.19,WEC,1045,2000,1,5
James Donnelly,WEC ENERGY GROUP INC,2003,WEC,12.14,14.03,1.89,15.57,0.61,1.53,0.92,11.7,12.14,0.44,3.76,0.46,0.51,0.05,12.13,12.57,0.44,3.63,0.29,0.37,0.08,WEC,7540,2000,1,4
Allen Leverett,WEC ENERGY GROUP INC,2018,WEC,64.5,78.76,14.26,22.11,2.87,8.18,5.31,66.65,70.28,3.63,5.45,1.44,2.1,0.66,67.79,68.91,1.12,1.65,1.32,1.22,-0.1,WEC,26265,2003,10,16
William Harvey,ALLIANT ENERGY CORP,2012,LNT,19.86,22.11,2.25,11.33,0.8,0.59,-0.21,20.65,21.5,0.85,4.12,0.72,0.18,-0.54,21.32,21.49,0.17,0.8,0.5,0.21,-0.29,LNT,5256,2000,1,13
Patricia Kampling,ALLIANT ENERGY CORP,2019,LNT,42.09,50.47,8.38,19.91,1.94,3.45,1.51,43.7,46.19,2.49,5.7,1.51,0.9,-0.61,42.5,45.1,2.6,6.12,0.94,0.5,-0.44,LNT,38717,2009,2,11
Bernard Cammarata,TJX COS INC (THE),2006,TJX,5.78,6.44,0.66,11.42,0.36,0.53,0.17,5.5,6.2,0.7,12.73,0.22,0.13,-0.09,5.71,6.16,0.45,7.88,0.09,0.13,0.04,TJX,940,2000,1,7
Edmond English,TJX COS INC (THE),2005,TJX,5.9,5.78,-0.12,-2.03,0.33,0.36,0.03,5.99,6.21,0.22,3.67,0.26,0.11,-0.15,6.18,6.23,0.05,0.81,0.08,0.06,-0.02,TJX,16958,2000,1,6
John Gisi,ZIONS BANCORPORATION NA,2001,ZION,48.46,54.09,5.63,11.62,6.12,4.28,-1.84,55.26,56.33,1.07,1.94,3.75,3.2,-0.55,59.23,58.81,-0.42,-0.71,2.3,1.73,-0.57,ZION,7592,2000,1,2
David Blackford,ZIONS BANCORPORATION NA,2018,ZION,44.25,52.1,7.85,17.74,2.86,3.98,1.12,47.89,53.82,5.93,12.38,2.12,1.74,-0.38,50.63,52.88,2.25,4.44,0.64,1.37,0.73,ZION,23178,2000,1,19
Stanley Savage,ZIONS BANCORPORATION NA,2006,ZION,70.85,80.31,9.46,13.35,2.88,2.06,-0.82,73.59,80.64,7.05,9.58,2.65,2.7,0.05,75.55,77.84,2.29,3.03,0.94,1.54,0.6,ZION,24456,2001,1,6
Paul Murphy,ZIONS BANCORPORATION NA,2009,ZION,38.11,14.05,-24.06,-63.13,9.07,3.23,-5.84,31.78,12.98,-18.8,-59.16,6.13,4.84,-1.29,25.53,18.54,-6.99,-27.38,2.5,4.29,1.79,ZION,18535,2006,1,4
John Allison,TRUIST FINANCIAL CORP,2008,TFC,33.54,24.85,-8.69,-25.91,5.01,6.25,1.24,28.49,32.76,4.27,14.99,4.69,3.65,-1.04,25.02,29.27,4.25,16.99,2.82,1.19,-1.63,TFC,113,2000,8,9
Philip Purcell,MORGAN STANLEY,2005,MS,52.4,57.38,4.98,9.5,3.35,4.13,0.78,51.21,52.76,1.55,3.03,2.28,0.88,-1.4,50.94,53.51,2.57,5.05,1.44,0.29,-1.15,MS,279,2000,7,6
Walid Chammah,MORGAN STANLEY,2010,MS,27.07,27.08,0.01,0.04,4.65,2.12,-2.53,31.64,29.03,-2.61,-8.25,1.7,1.61,-0.09,29.95,30.02,0.07,0.23,0.6,2.04,1.44,MS,29006,2005,1,6
George Roche,PRICE (T. ROWE) GROUP,2006,TROW,32.8,42.88,10.08,30.73,3.15,4.07,0.92,37.43,39.65,2.22,5.93,0.88,1.59,0.71,37.94,38.0,0.06,0.16,0.49,0.59,0.1,TROW,11215,2000,3,7
James Kennedy,PRICE (T. ROWE) GROUP,2015,TROW,81.51,73.89,-7.62,-9.35,2.43,4.37,1.94,82.26,79.25,-3.01,-3.66,0.98,1.72,0.74,81.94,81.38,-0.56,-0.68,0.95,0.48,-0.47,TROW,12403,2000,5,16
William Stromberg,PRICE (T. ROWE) GROUP,2021,TROW,156.35,174.33,17.98,11.5,22.11,36.52,14.41,186.93,210.57,23.64,12.65,7.41,6.84,-0.57,194.57,204.36,9.79,5.03,2.23,2.8,0.57,TROW,32449,2007,7,15
Steven Ballmer,MICROSOFT CORP,2014,MSFT,37.62,45.4,7.78,20.68,3.34,2.24,-1.1,41.53,45.32,3.79,9.13,1.6,1.29,-0.31,43.21,44.33,1.12,2.59,1.27,0.92,-0.35,MSFT,2967,2000,8,15
Mark Hurd,ORACLE CORP,2019,ORCL,48.05,53.87,5.82,12.11,2.11,2.57,0.46,47.92,51.01,3.09,6.45,1.79,2.23,0.44,46.11,48.46,2.35,5.1,1.62,1.51,-0.11,ORCL,18929,2010,1,10
Michael Fleisher,GARTNER INC,2004,IT,9.49,12.03,2.54,26.77,2.09,0.51,-1.58,12.34,11.45,-0.89,-7.21,0.67,0.24,-0.43,11.92,11.47,-0.45,-3.78,0.67,0.22,-0.45,IT,14441,2000,1,5
Lewis Schwartz,GARTNER INC,2015,IT,73.26,86.02,12.76,17.42,5.75,3.12,-2.63,81.25,82.53,1.28,1.58,4.81,1.95,-2.86,84.79,83.77,-1.02,-1.2,1.12,1.35,0.23,IT,29910,2003,1,13
John Warnock,ADOBE INC,2001,ADBE,29.51,18.57,-10.94,-37.07,6.6,3.88,-2.72,35.73,20.03,-15.7,-43.94,3.6,5.43,1.83,32.57,26.42,-6.15,-18.88,2.57,2.54,-0.03,ADBE,7,2000,1,2
Bruce Chizen,ADOBE INC,2007,ADBE,41.5,38.65,-2.85,-6.87,2.18,4.89,2.71,43.26,40.97,-2.29,-5.29,2.54,3.49,0.95,46.02,43.11,-2.91,-6.32,1.31,2.4,1.09,ADBE,16349,2000,11,8
Leslie Muma,FISERV INC,2005,FI,9.19,10.64,1.45,15.78,0.46,0.66,0.2,9.33,9.65,0.32,3.43,0.5,0.19,-0.31,9.87,9.81,-0.06,-0.61,0.19,0.14,-0.05,FI,4431,2000,1,6
Jeffery Yabuki,FISERV INC,2020,FI,102.8,105.62,2.82,2.74,12.03,8.12,-3.91,111.08,100.86,-10.22,-9.2,12.91,4.96,-7.95,96.53,96.63,0.1,0.1,10.83,4.34,-6.49,FI,23954,2005,4,16
James Flaherty,HEALTHPEAK PROPERTIES INC,2013,DOC,42.18,36.46,-5.72,-13.56,3.24,1.94,-1.3,38.99,35.62,-3.37,-8.64,2.06,2.22,0.16,37.83,37.88,0.05,0.13,0.86,1.01,0.15,DOC,33985,2006,10,8
Thomas Herzog,HEALTHPEAK PROPERTIES INC,2022,DOC,31.21,22.6,-8.61,-27.59,3.88,2.47,-1.41,26.41,24.31,-2.1,-7.95,1.35,1.26,-0.09,25.22,22.84,-2.38,-9.44,1.56,0.67,-0.89,DOC,31046,2009,10,14
Lauralee Martin,HEALTHPEAK PROPERTIES INC,2016,DOC,32.3,31.99,-0.31,-0.96,2.6,2.16,-0.44,31.06,35.03,3.97,12.78,0.82,1.08,0.26,31.34,34.29,2.95,9.41,0.59,1.26,0.67,DOC,21105,2013,7,4
John Auer,PROGRESSIVE CORP-OHIO,2017,PGR,33.67,47.44,13.77,40.9,1.94,5.77,3.83,36.42,40.09,3.67,10.08,1.54,0.94,-0.6,37.99,39.68,1.69,4.45,0.87,0.32,-0.55,PGR,48708,2015,3,3
Robert Wiederhold,CADENCE DESIGN SYSTEMS INC,2001,CDNS,21.49,22.21,0.72,3.35,3.25,3.45,0.2,25.11,25.57,0.46,1.83,1.59,4.12,2.53,26.12,28.96,2.84,10.87,1.52,2.24,0.72,CDNS,21411,2000,1,2
Michael Fister,CADENCE DESIGN SYSTEMS INC,2008,CDNS,12.53,4.92,-7.61,-60.73,4.19,1.14,-3.05,8.08,3.93,-4.15,-51.36,1.16,0.81,-0.35,7.45,4.54,-2.91,-39.06,0.52,0.96,0.44,CDNS,27937,2004,10,5
Chi-Ping Hsu,CADENCE DESIGN SYSTEMS INC,2013,CDNS,11.92,13.96,2.04,17.11,1.02,0.71,-0.31,12.87,14.0,1.13,8.78,0.32,0.32,0.0,13.2,13.92,0.72,5.45,0.28,0.22,-0.06,CDNS,35479,2008,1,6
Robert Dickinson,CARNIVAL CORPORATION & PLC,2007,CCL,46.65,43.01,-3.64,-7.8,3.82,3.88,0.06,48.45,46.19,-2.26,-4.66,1.41,1.64,0.23,49.43,46.64,-2.79,-5.64,0.8,1.28,0.48,CCL,1213,2000,7,8
A. Lanterman,CARNIVAL CORPORATION & PLC,2004,CCL,30.63,46.48,15.85,51.75,4.91,4.26,-0.65,35.56,43.57,8.01,22.53,1.85,1.52,-0.33,37.62,42.46,4.84,12.87,1.65,1.55,-0.1,CCL,1320,2000,1,5
Pier Foschi,CARNIVAL CORPORATION & PLC,2012,CCL,36.91,34.07,-2.84,-7.69,4.9,2.75,-2.15,33.21,31.52,-1.69,-5.09,1.4,1.24,-0.16,33.31,32.05,-1.26,-3.78,0.58,1.59,1.01,CCL,23009,2000,1,13
Peter Ratcliffe,CARNIVAL CORPORATION & PLC,2007,CCL,45.8,44.11,-1.69,-3.69,4.21,3.62,-0.59,47.4,47.0,-0.4,-0.84,1.47,2.04,0.57,48.82,49.38,0.56,1.15,1.01,0.78,-0.23,CCL,25897,2003,6,5
Arnold Donald,CARNIVAL CORPORATION & PLC,2022,CCL,24.05,13.25,-10.8,-44.91,3.35,5.06,1.71,21.39,20.21,-1.18,-5.52,2.4,1.84,-0.56,19.18,21.04,1.86,9.7,1.43,1.13,-0.3,CCL,45517,2013,1,10
Stein Kruse,CARNIVAL CORPORATION & PLC,2020,CCL,49.56,20.86,-28.7,-57.91,5.03,11.21,6.18,44.67,35.16,-9.51,-21.29,2.77,14.33,11.56,47.43,48.68,1.25,2.64,2.8,2.27,-0.53,CCL,48710,2015,1,6
John Miles II,DENTSPLY SIRONA INC,2003,XRAY,18.56,20.05,1.49,8.03,1.44,2.23,0.79,18.68,17.37,-1.31,-7.01,1.44,0.65,-0.79,18.08,17.8,-0.28,-1.55,0.86,0.69,-0.17,XRAY,5557,2000,1,4
Gerald Kunkle,DENTSPLY SIRONA INC,2006,XRAY,27.38,30.08,2.7,9.86,0.87,1.7,0.83,27.54,27.81,0.27,0.98,1.03,0.73,-0.3,27.85,27.46,-0.39,-1.4,0.58,0.49,-0.09,XRAY,14949,2000,1,7
Jeffrey Slovin,DENTSPLY SIRONA INC,2017,XRAY,60.47,52.7,-7.77,-12.85,2.99,9.57,6.58,59.45,63.59,4.14,6.96,3.85,3.52,-0.33,58.54,59.44,0.9,1.54,1.01,1.87,0.86,XRAY,45652,2016,10,2
Mark Thierer,DENTSPLY SIRONA INC,2018,XRAY,61.61,45.87,-15.74,-25.55,3.5,8.88,5.38,63.59,58.89,-4.7,-7.39,3.52,4.47,0.95,65.82,63.74,-2.08,-3.16,0.55,2.53,1.98,XRAY,53866,2016,1,3
Donald Casey,DENTSPLY SIRONA INC,2022,XRAY,58.86,35.34,-23.52,-39.96,5.67,4.59,-1.08,52.87,40.23,-12.64,-23.91,2.7,4.17,1.47,50.11,45.06,-5.05,-10.08,1.74,3.81,2.07,XRAY,43542,2018,4,5
John Groetelaars,DENTSPLY SIRONA INC,2022,XRAY,50.33,35.55,-14.78,-29.37,8.76,4.17,-4.59,37.32,32.12,-5.2,-13.93,2.04,2.94,0.9,35.59,35.4,-0.19,-0.53,0.69,1.66,0.97,XRAY,55861,2022,8,1
Leslie Moonves,PARAMOUNT GLOBAL,2018,PARA,62.56,53.86,-8.7,-13.91,3.88,3.43,-0.45,57.51,54.92,-2.59,-4.5,1.39,3.06,1.67,58.71,58.36,-0.35,-0.6,1.16,1.07,-0.09,PARA,14541,2004,1,15
Juan Alaix,ZOETIS INC,2020,ZTS,110.37,144.79,34.42,31.19,14.24,16.31,2.07,124.26,131.35,7.09,5.71,4.51,13.02,8.51,126.5,136.84,10.34,8.17,5.11,2.65,-2.46,ZTS,44952,2011,1,10
Thomas Grudnowski,FAIR ISAAC CORP,2007,FICO,38.87,37.66,-1.21,-3.11,3.74,1.92,-1.82,39.64,39.67,0.03,0.08,2.51,1.12,-1.39,41.64,40.78,-0.86,-2.07,0.54,0.56,0.02,FICO,20690,2000,1,8
David Pottruck,SCHWAB (CHARLES) CORP,2004,SCHW,10.47,10.39,-0.08,-0.76,1.83,1.39,-0.44,12.34,12.2,-0.14,-1.13,1.03,0.72,-0.31,11.34,12.81,1.47,12.96,0.26,0.54,0.28,SCHW,4153,2000,1,5
Alan Weber,SCHWAB (CHARLES) CORP,2005,SCHW,10.39,12.57,2.18,20.98,1.39,1.79,0.4,10.23,10.85,0.62,6.06,1.16,0.39,-0.77,11.53,11.26,-0.27,-2.34,0.47,0.18,-0.29,SCHW,16358,2002,1,4
Peter Scaturro,SCHWAB (CHARLES) CORP,2007,SCHW,17.53,21.17,3.64,20.76,1.41,1.8,0.39,18.9,20.28,1.38,7.3,0.65,1.15,0.5,18.31,19.2,0.89,4.86,0.3,0.28,-0.02,SCHW,29401,2005,4,3
Marie Chandoha,SCHWAB (CHARLES) CORP,2017,SCHW,29.99,42.46,12.47,41.58,4.21,3.32,-0.89,35.73,41.29,5.56,15.56,3.5,0.99,-2.51,39.45,41.36,1.91,4.84,0.51,0.56,0.05,SCHW,49161,2015,1,3
